Gender,Married,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status
-0.078749515,-0.039814714,0.23968825,0.34713864,-0.14719859,0.16405815,0.1297107,-0.18102013
-0.17663538,0.05968611,0.15876351,0.40023035,-0.4734418,0.08101443,0.012393777,0.093056835
-0.03607358,0.029214928,0.21501185,0.15672357,0.1287807,-0.24440679,0.112578526,0.11328097
-0.020602569,0.018726751,0.025636228,0.083690144,-0.24228635,0.3126086,-0.21375398,0.12574357
-0.38156465,-0.011719763,0.27139354,0.14071529,-0.16381218,-0.042647414,-0.19895393,0.14063594
-0.001924465,-0.036406722,0.11238381,0.07918379,-0.046244342,-0.12447428,-0.1687622,0.28352904
-0.21595743,0.13338968,0.22739664,0.343526,-0.5052719,0.3044105,-0.06745216,0.053369712
-0.07144393,0.010736309,0.0346278,0.072956406,-0.009591211,-0.17357378,0.11350368,-0.027142994
-0.15770498,-0.017594935,0.10341118,0.087164596,-0.31858805,-0.17019586,0.1584005,0.15160705
-0.018830435,-0.0011370103,0.0835797,0.2916896,-0.24118584,0.27995616,0.10685612,0.117907904
-0.21468928,0.15846685,0.10508268,0.51651496,-0.4234672,0.09783403,0.17983106,0.24406461
0.13735308,-0.077037916,0.12316428,0.2681332,-0.3304862,-0.36629888,0.043580446,0.10391663
-0.024789011,0.025839401,0.23430814,0.37109515,-0.3678355,0.0635396,-0.17722192,-0.08626154
-0.096736155,-0.1068637,0.25798282,0.34434348,-0.011622131,-0.053539686,0.12882511,-0.12599963
-0.37223327,0.22098829,0.17156135,0.18937196,-0.22948748,-0.2155858,0.036525827,0.36291766
-0.01745458,-0.016332187,0.07949537,0.116734445,-0.11864066,-0.1840609,-0.16328256,0.11226948
-0.21107197,0.067051865,0.24973093,0.55598235,-0.62452376,0.39907396,0.26087356,-0.06454493
-0.15359208,0.035196528,0.2039792,0.27649096,-0.53266215,0.34064665,-0.1721261,0.1629377
-0.23956877,0.18304452,0.083609514,0.28778276,-0.35922763,-0.042019844,-0.04267545,-0.058003683
-0.11479978,0.038336836,0.15502575,0.31023145,-0.36389458,0.25441787,0.09536647,0.017630821
-0.13818812,0.0600191,0.07457223,0.21788196,-0.0075058895,-0.1475968,0.12508538,-0.012214441
-0.0003277883,-0.12397648,0.17789753,0.2151312,-0.24626566,-0.3558088,0.29584193,0.16606869
-0.102027714,0.3191251,0.0015713262,0.32248497,-0.24339212,0.073765054,0.02521094,0.24120538
-0.048392534,0.00057372724,0.15959539,0.20837356,-0.038851883,-0.057246625,0.077467225,-0.032329295
-0.047820836,-0.24398647,-0.11055802,0.110631466,-0.086642854,0.0037172174,-0.2525193,0.034071304
0.04802901,-0.039321933,0.2055957,0.019842405,0.11617215,-0.26953802,-0.046678532,-0.026219184
-0.056951452,-0.012923111,0.12378692,0.098211095,-0.06278103,0.034030795,0.039259486,6.262958e-05
0.05848834,-0.018740911,0.17632952,0.06263686,0.1895767,0.036746036,0.11336463,0.028792378
0.047420952,-0.21693255,0.14502674,0.25700864,-0.008446138,-0.118301675,0.067435,0.09473005
0.008812896,-0.19649255,0.051301025,0.27736148,-0.23868567,0.34088004,-0.15657438,-0.02304922
-0.21618612,0.11446222,0.05021867,0.1881179,-0.02720271,-0.20786583,0.26284364,0.02284895
-0.14035867,-0.054803994,0.07934443,0.3174532,-0.25717828,-0.078013755,0.10209248,-0.024713159
-0.19042999,-0.24455452,-0.063417554,0.2796683,-0.12341683,0.5243484,-0.01601924,-0.031337623
0.052278593,-0.14226179,0.15755126,0.30468595,-0.36070752,-0.16030487,0.03410754,0.014450528
-0.049545925,-0.027544219,0.119707525,0.15665168,-0.12144104,-0.0027640467,-0.025249306,-0.04697793
-0.11031772,0.106336184,0.10014065,0.16508862,-0.015961245,-0.032979485,0.121497,0.1022972
0.0854161,-0.37279993,0.40837097,0.19593982,0.19742714,-0.34005144,0.14620087,-0.18481746
-0.10606326,-0.1084263,-0.018995719,-0.06438212,-0.1282215,0.15798986,-0.22210105,0.13547981
-0.17776424,-0.051782966,0.2007065,-0.17546953,-0.029815502,-0.11954234,0.12511122,0.23125875
-0.19889076,-0.1343741,0.14680092,0.34075612,-0.3380363,0.06889658,0.055911105,-0.029218499
-0.0958769,-0.12763853,0.05617366,0.09459347,-0.23553106,-0.046576507,-0.013509948,0.08165297
-0.025372647,-0.14291343,0.15465383,0.040732726,-0.05376409,0.1850993,-0.14636128,0.077059895
-0.025342926,-0.08804956,0.018449625,0.10517696,-0.13818689,0.16724262,-0.07526345,-0.0055442518
-0.14370915,-0.10623675,0.13913332,0.024990384,0.019074272,-0.25929397,0.08738261,-0.06379659
-0.13869442,-0.044573598,-0.13237971,0.1103946,-0.21157508,0.4404989,-0.15052186,0.17519285
-0.08021174,-0.16195302,0.05428049,0.27737743,-0.16619825,0.2486624,-0.0448761,0.019411234
-0.14573686,0.048220694,-0.01523306,0.06553187,-0.16190578,-0.007283612,0.030530699,0.077472046
-0.11641944,-0.20347083,0.27464768,0.36424285,-0.02329965,-0.21766312,0.08240977,-0.043160148
-0.21414775,-0.124047354,0.05353262,0.22919841,-0.36101407,0.038596798,0.016846435,0.0767205
-0.06611377,-0.13978253,-0.08365363,0.052822765,-0.06597373,0.25243932,-0.25715312,0.09346534
0.05056573,-0.13257194,0.09410012,0.12832475,-0.30604157,0.19841114,-0.30421698,-0.0034034494
-0.24118142,-0.05770618,0.099449314,0.020968858,-0.038597263,-0.14848822,-0.0069426782,0.11091578
0.069993064,-0.032283083,0.31195283,0.061941512,0.34189588,-0.19203036,0.015738856,0.024237147
-0.031450823,-0.1689734,0.20472324,0.18820678,-0.026613599,-0.13766854,0.00029473007,0.084088914
-0.25182363,-0.037033897,0.16153696,-0.06994419,-0.27179945,0.074944876,-0.22707184,0.117702626
-0.10437015,-0.2898121,0.05775883,0.20922305,-0.22763368,0.22003214,-0.095955655,-0.06375033
-0.09836058,0.05513171,0.3233025,-0.040714037,-0.2653027,0.2299776,-0.0427949,0.2532358
-0.09976993,0.14908078,0.15223552,0.28677803,-0.31163204,0.22590557,0.07678548,0.1031653
-0.22772165,-0.06326292,0.069534324,0.18599443,0.0026627716,-0.23424649,-0.06599128,0.09038415
-0.011554249,0.09542962,0.20429985,0.2355131,-0.25005555,-0.27578235,-0.10039822,-0.077841274
-0.16986491,-0.11959308,0.12759863,0.15549888,-0.06584761,0.03234963,-0.05775279,0.077764764
0.052820213,-0.086936824,0.14491268,0.07726697,-0.1068706,-0.1321017,0.12092813,-0.0013524547
-0.07725065,0.17342342,-0.00241407,0.18234845,-0.13852571,0.04362975,-0.013627139,0.23941475
-0.16608216,0.03661431,0.16586131,0.13672684,-0.10443546,0.022469258,0.15536863,0.04482393
-0.015823262,-0.14303997,0.13657513,-0.12626006,-0.180458,0.14277223,-0.357944,0.33408418
-0.045702968,0.0033068983,-0.016194642,0.11246491,-0.21558441,0.26068115,0.03339365,0.11028677
-0.053380135,-0.24183258,0.15098013,0.058408927,0.020629289,0.10947092,0.12711579,-0.01874008
-0.17178488,0.13872379,0.08337644,0.33329597,-0.21127793,0.07315925,0.19266714,-0.023314705
0.1281812,-0.1800189,0.07111166,0.24827455,-0.037709273,0.1092591,0.03679579,0.04092824
0.0039920593,0.010560991,0.20282026,0.3328688,-0.07151166,-0.08863896,0.26361686,0.08069197
-0.0142527,-0.1947576,0.0373312,0.20838305,-0.21869594,0.10937933,-0.1493484,-0.055172604
-0.09648191,-0.110242784,0.116500676,-0.036729332,-0.14481705,0.22066253,-0.16561611,0.14664961
-0.065232,-0.09881212,-0.06417465,0.06953994,-0.18021682,0.3336339,-0.17215325,0.12461682
0.0672394,-0.1818501,0.26355752,0.11308119,-0.11006343,-0.25907233,0.025880123,0.04011479
-0.02820806,-0.080885336,0.26545322,0.014339332,-0.13679245,-0.25803587,0.27247387,0.19506866
0.0005321949,-0.10457004,0.19674438,0.023966298,-0.16195697,0.27306777,-0.112016596,0.02994628
-0.06428368,-0.36131206,0.37986097,0.43312576,0.024342915,-0.0212119,0.101669185,0.003166002
-0.13835156,-0.14448115,0.31047115,0.19432503,-0.51986754,0.2330026,-0.006051634,0.13153858
-0.12331141,-0.0780469,0.021172786,0.0917898,-0.13190031,0.16045912,-0.21517253,0.14828566
-0.041157696,-0.1329279,0.2632549,0.086131684,0.13997284,-0.120384306,0.084750175,0.07653277
-0.08021658,0.052489463,0.06590632,0.21509168,-0.18463041,0.05669506,0.18402192,0.06562818
0.010152728,0.021491563,-0.0008539811,0.20965381,-0.122244686,-0.2090702,-0.05301629,0.05225157
-0.06113946,0.029329704,0.08685907,0.15076385,-0.05881552,-0.050588857,0.06038088,0.009800016
-0.20421536,0.16711792,0.18242615,0.36951795,-0.47034973,0.2619502,-0.1011145,-0.0077075697
-0.12253111,-0.019120809,0.19274719,0.32040495,-0.30504817,0.2892561,0.043496717,-0.13630544
-0.06789701,0.27222842,0.10960184,0.29440707,-0.4338296,0.14376022,0.14204474,0.21147843
-0.23673521,-0.35483044,-0.1282413,0.33285987,-0.34724775,-0.060291138,-0.10027776,0.20179975
-0.22887999,-0.056156397,0.07157117,0.14543307,-0.1677559,0.06378731,-0.31745535,-0.059217215
0.1116904,0.00527155,0.3550954,0.30431852,-0.30635396,0.11422126,-0.20530283,-0.19342475
0.08683162,-0.15955064,0.025258793,0.13981803,-0.0017579067,0.10275997,-0.07582787,-0.019171847
0.056412622,-0.044128373,0.1549039,0.024422392,0.122357726,-0.015580329,0.09510091,0.09748233
-0.048693843,0.006957024,0.09913394,0.24049257,-0.29148558,0.25626636,0.012431156,0.077593856
0.093301296,-0.024640325,0.13601042,0.3652608,-0.053141925,0.12883936,0.22690322,0.07310853
-0.14845616,-0.22924739,0.15998355,-0.18758197,-0.11371018,0.04865767,-0.36317882,0.080033034
-0.14283277,-0.015125864,0.17446864,0.014041637,-0.21151197,0.09069671,0.00587378,0.06128158
-0.31040016,-0.11382798,0.10612766,0.109066315,-0.33234444,0.110864334,-0.15749814,-0.018458884
-0.227876,-0.22936875,-0.04201429,0.026790733,-0.14191382,0.020980828,-0.25373265,-0.07591441
-0.14281912,-0.05079622,0.03560357,0.14858079,-0.01218135,-0.066319756,-0.020520257,0.08449359
-0.24738137,0.053255662,0.12818252,0.21839939,-0.10992484,-0.12906957,0.0264335,0.11857142
0.03226019,-0.1759291,0.22098483,0.08655892,0.09469012,0.013629617,0.12272859,-0.08304896
-0.27363104,0.033797927,0.18846999,0.28361806,-0.13657953,-0.2774512,0.029319005,0.16191483
-0.24811305,0.13214462,0.12959008,0.20959806,-0.24263693,-0.06623238,-0.07915812,0.18860227
-0.018382896,-0.19151169,0.2025341,0.25549468,-0.039306182,-0.098827966,-0.21686155,-0.052663315
-0.2086889,-0.0791818,0.08471661,0.08469255,-0.0496506,0.16537021,-0.19112831,0.116172224
0.014460154,-0.01932265,0.03290103,0.115312606,-0.033487,-0.05257702,-0.0792055,0.04202062
0.0009762884,0.030554406,0.07526294,-0.059847172,0.048470467,-0.051675852,-0.09477184,0.16130795
-0.015437341,-0.08376219,0.110221826,0.26546073,-0.2048868,-0.02938164,0.002804406,-0.07852826
-0.1508148,-0.33224818,0.31867334,0.2932584,-0.19438855,-0.2845792,0.052621294,0.12336603
-0.21084093,-0.07964818,0.12773168,0.021427529,-0.10796623,0.0014495206,0.022335349,0.053624984
-0.27829924,0.25288856,0.11633732,0.4204002,-0.43790886,0.31373814,0.11972008,0.2883501
-0.09584209,-0.21014294,0.041715406,0.28811073,-0.1715537,-0.16062067,0.022960925,0.022299154
-0.15904602,-0.08660897,0.091201775,0.071028344,-0.13168754,0.050444774,-0.12864035,0.058471113
-0.15583299,-0.041467536,0.28441778,0.0028802077,-0.18515393,0.034463875,-0.21903734,0.18162426
-0.12904857,-0.15221675,-0.010536154,0.22728588,-0.17236716,0.011492441,0.035843488,0.06707973
-0.06442376,-0.022499435,0.08516743,0.11958271,-0.10850358,-0.0780703,-0.0340206,0.0432588
0.019626183,-0.29943457,0.12201803,0.12492199,0.040234484,-0.028604897,-0.16067497,0.11792194
-0.12024451,0.14306746,0.10206951,0.1467657,-0.14589168,-0.1375502,0.022357106,-0.02102341
-0.16489245,0.18555036,0.12527636,0.38126355,-0.30509892,0.20753752,0.3662042,0.034990042
-0.17592435,-0.23527901,0.20818098,0.1300068,-0.42178437,0.4562362,-0.26288232,0.06515672
-0.20871139,-0.16683711,0.13248439,0.15364802,-0.2831391,-0.025626017,-0.101095594,0.19101039
-0.072266474,0.05064514,0.047519654,0.23577903,-0.34025097,0.51055545,-0.04452613,0.1670682
0.08315118,-0.27827355,0.062297575,0.07520436,0.011879619,0.16874066,-0.047817178,0.008287881
0.015650976,-0.1629769,0.1595269,0.19625326,-0.14964162,-0.089377455,0.0018946393,-0.08267665
-0.11721104,0.1833641,0.012325724,0.20572662,-0.13669725,-0.13890448,-0.07940147,-0.07794518
-0.001091666,-0.07452174,0.24825643,0.24676841,-0.20590916,0.028129747,0.023120552,-0.09062609
0.090237476,-0.36700997,0.52791077,0.20763907,-0.11023483,-0.2297007,-0.01633387,-0.054612573
-0.16532803,-0.062325962,0.13465294,0.14550984,-0.23614816,0.33207464,-0.02673514,-0.009013319
-0.009162885,-0.0027332387,0.024355534,0.11954786,-0.10782776,0.1473462,0.030376667,0.019659575
-0.14561653,0.030735118,0.20147538,0.14949672,-0.036531597,-0.2987404,0.2765076,0.084984064
0.050149105,-0.13116646,0.16503902,0.16587482,-0.19049688,-0.10507828,0.038394902,-0.10628442
-0.37457177,-0.26757827,0.28017044,0.012463478,0.0024376165,0.03318892,0.021849016,0.030110516
-0.15750068,0.034503154,0.33895615,0.190583,-0.2661143,0.015717763,-0.03887387,0.0010978128
0.073425055,-0.20764923,-0.09015357,0.14748551,-0.20909938,0.44097164,-0.26924637,0.057320025
-0.36919534,-0.07509763,0.10857571,0.08539373,-0.33572158,0.023556244,-0.022916242,0.15251337
-0.005032765,-0.08954739,0.095872074,0.424329,-0.2457681,-0.2489909,0.1471619,-0.0022953541
-0.1445306,-0.083105326,0.15350568,0.2406309,-0.24601719,-0.021073345,0.08725855,0.16949703
-0.07342752,0.219537,0.14860469,0.10217046,-0.251414,0.039919287,0.119237244,0.39768696
-0.14011449,-0.20999663,0.38073328,-0.004055679,-0.28141803,-0.074486636,-0.13476633,0.02821933
0.089412525,0.18364982,0.15032135,0.11307285,-0.32180232,0.31287774,-0.10030092,0.25473756
-0.029918881,-0.21135074,-0.23324566,0.13808095,0.084881,0.24009068,-0.22732855,0.051197227
0.08855681,-0.09034785,0.10410953,-0.0066943266,-0.027817003,-0.07812894,-0.20143194,0.19452591
-0.074069545,0.14288339,0.267017,0.21995223,-0.22776265,-0.038398836,0.011187228,0.042412594
-0.020866748,0.006271295,0.10590885,0.0007739829,0.029121669,0.05347744,0.06811955,0.24277472
0.1784039,-0.3159079,0.13522871,0.09530866,0.16915326,-0.09812689,-0.0867156,0.13751715
-0.064321324,-0.09504733,0.07460942,0.23964113,-0.33333084,0.29206234,-0.1663119,-0.017419863
-0.0656419,-0.096537404,-0.030462114,0.14192599,-0.21319959,0.11106094,-0.06421019,0.05506578
-0.24296671,0.05139691,0.115525976,0.43443018,-0.38079545,0.065170705,0.03338966,0.25673458
-0.19126499,-0.4169331,-0.135127,0.24183285,-0.30917096,0.15977964,-0.104996614,0.37656954
